Banner,UPC,Kansas,New York,Northern California,Texas
Walmart,542244776,31.23,32.52,36.65,
Walmart,543464804,17.42,18.14,,17.62
Walmart,544719559,40.15,41.72,,
Walmart,545019950,,53.7,,52.13
Walmart,545133835,,30.71,,29.81
Walmart,545319478,48.45,50.33,,48.84
Walmart,546802474,40.36,42.02,47.3,
Walmart,549109328,22.22,23.17,26.03,22.44
Walmart,549838046,50.72,52.83,,51.27
Walmart,549873373,,42.25,47.62,
Walmart,551067349,4.62,,5.34,4.66
Walmart,554043945,17.44,18.15,,17.66
Walmart,554693845,,3.7,,3.66
Walmart,554753210,,34.34,,33.36
Walmart,555173446,7.26,7.56,8.51,
Walmart,555275616,,38.54,,
Walmart,555531366,10.67,11.0,12.44,
Walmart,556223651,,32.24,,31.25
Walmart,557031026,18.17,18.97,21.36,18.31
Walmart,557394018,42.22,,,42.64
Walmart,557637639,,0.84,0.93,0.86
Walmart,561425157,,11.47,12.8,11.15
Walmart,564014969,8.83,9.22,,8.95
Walmart,564734116,37.17,38.64,,
Walmart,565021540,16.64,,,
Walmart,565170341,8.73,9.0,,8.84
Walmart,565229692,,45.85,51.62,44.43
Walmart,541944658,,38.23,,
Walmart,568256903,,49.25,55.56,
Walmart,541553073,28.06,,32.96,
Walmart,538783344,44.07,,51.7,44.57
Walmart,509419735,34.43,35.82,40.43,34.8
Walmart,763210027,,25.43,,
Walmart,513172706,,4.97,,4.81
Walmart,514730047,,40.17,45.24,39.04
Walmart,514805290,,6.0,,
Walmart,514912132,,37.23,,36.11
Walmart,514987291,49.56,,,50.05
Walmart,516205909,30.63,31.93,,30.91
Walmart,517769564,,18.31,,17.82
Walmart,518047270,24.81,25.87,,25.13
Walmart,523773926,,11.74,,11.42
Walmart,525505777,16.31,16.96,19.14,16.43
Walmart,525996730,40.81,42.43,,
Walmart,526069074,,,9.53,8.2
Walmart,526212256,28.57,29.65,33.4,28.85
Walmart,526328901,,1.83,2.05,
Walmart,529559570,7.23,7.47,8.4,7.23
Walmart,529968586,31.67,,37.12,31.92
Walmart,531867954,,48.73,,47.31
Walmart,533704030,,51.96,,
Walmart,534498710,,,54.16,46.67
Walmart,534500231,46.4,48.32,54.46,
Walmart,535286391,,,,26.63
Walmart,535529908,2.16,2.12,,2.12
Walmart,536411687,,36.93,41.66,35.85
Walmart,537045183,14.92,15.53,,15.0
Walmart,538593323,16.25,16.8,,16.3
Walmart,541222561,,2.86,3.17,2.7
Walmart,641131808,24.1,,28.33,24.42
Walmart,568480217,18.66,,,18.85
Walmart,571419391,,,44.11,38.0
Walmart,604272498,0.86,0.85,0.94,0.81
Walmart,604540867,,12.77,,
Walmart,606279907,40.67,42.25,,41.05
Walmart,606513778,,1.87,,1.8
Walmart,607409332,,37.45,,36.33
Walmart,612017146,20.35,21.17,23.83,
Walmart,612864775,21.47,22.3,25.11,
Walmart,614172105,29.5,30.72,34.63,29.84
Walmart,614290704,33.81,,39.67,34.1
Walmart,614892418,,55.22,,
Walmart,615121896,,37.37,,
Walmart,615706094,40.02,41.67,,40.44
Walmart,616240709,,,60.43,52.15
Walmart,617543188,18.76,19.52,22.06,18.91
Walmart,620047925,41.57,43.27,,
Walmart,622287285,,2.95,3.35,2.81
Walmart,625438627,52.8,54.91,,53.3
Walmart,627416688,21.97,22.84,25.6,22.17
Walmart,627807402,,22.57,25.32,21.84
Walmart,627831552,47.17,49.05,55.21,47.52
Walmart,628622442,,9.12,,
Walmart,629512894,,51.73,,50.22
Walmart,631749882,19.03,19.85,,19.27
Walmart,633357974,9.51,9.9,,
Walmart,634830299,11.51,11.95,13.45,11.65
Walmart,635609352,14.74,15.33,,
Walmart,637471150,,46.92,,45.57
Walmart,599921977,,31.63,,30.77
Walmart,569684083,,20.8,23.4,20.2
Walmart,599052834,15.56,16.16,,15.6
Walmart,596626474,33.43,34.77,,
Walmart,571896895,9.57,9.94,,9.67
Walmart,574010167,13.57,,15.83,13.64
Walmart,574169049,13.27,13.7,15.51,13.34
Walmart,574404121,24.35,25.35,28.57,24.62
Walmart,574686428,33.43,34.72,,
Walmart,575714399,11.95,12.44,,
Walmart,576244412,,23.05,,22.42
Walmart,579355486,,9.04,,8.75
Walmart,581030587,,12.12,,
Walmart,581614281,,42.16,,
Walmart,582214622,,15.13,17.07,
Walmart,582451335,50.31,52.44,,50.82
Walmart,583297806,33.66,34.92,,33.94
Walmart,583333446,,,45.94,39.65
Walmart,583382498,,,19.31,
Walmart,583814806,,38.84,43.73,
Walmart,584200676,37.55,39.06,,37.85
Walmart,584598491,,55.32,62.32,53.75
Walmart,585091176,17.51,18.2,20.64,17.76
Walmart,587031338,50.55,52.63,59.35,
Walmart,587816654,33.12,34.5,,33.5
Walmart,588225773,18.05,,21.15,18.27
Walmart,591915659,,52.81,59.52,51.2
Walmart,592298415,,41.04,,39.81
Walmart,592499340,,2.44,,2.3
Walmart,594035260,52.71,54.86,,
Walmart,594511101,16.94,,,
Walmart,598589918,5.67,5.92,,
Walmart,764458897,41.16,42.82,48.22,
Walmart,996849471,,11.04,12.32,10.64
Walmart,765932940,,49.2,,
Walmart,912873332,,19.0,,
Walmart,915191199,,,33.27,28.6
Walmart,916097175,15.07,15.65,17.61,
Walmart,917100992,47.03,48.91,,
Walmart,917211564,,15.87,17.9,
Walmart,917901226,50.32,52.42,,50.83
Walmart,918833743,5.71,5.91,,
Walmart,919110708,13.75,14.22,16.03,
Walmart,920526931,,33.62,,32.6
Walmart,922747986,,,18.2,15.61
Walmart,923314883,20.06,20.84,,20.2
Walmart,923891080,14.16,14.73,16.67,
Walmart,912415151,22.22,23.14,,22.44
Walmart,924190396,3.06,3.17,,
Walmart,927312846,,11.11,12.46,
Walmart,927693101,17.24,17.97,20.13,17.37
Walmart,927879675,,26.55,,25.77
Walmart,928259579,16.87,17.53,19.73,
Walmart,929137671,12.3,12.83,,12.42
Walmart,929338551,,19.1,,
Walmart,930355523,11.91,12.42,13.96,
Walmart,931390073,15.42,,18.02,15.52
Walmart,932170886,45.92,47.81,53.93,46.4
Walmart,932644749,,54.73,,
Walmart,932864695,24.45,25.41,,24.63
Walmart,936330605,51.44,53.55,,
Walmart,926444424,12.85,13.35,,
Walmart,909199429,26.61,27.63,31.15,
Walmart,907400779,14.05,14.6,16.45,14.23
Walmart,906234211,2.84,2.96,,2.83
Walmart,882672998,,24.75,,
Walmart,883647960,,44.23,,42.94
Walmart,883713851,33.43,34.87,39.23,33.75
Walmart,884354350,,53.1,59.91,
Walmart,885481376,,14.43,,14.04
Walmart,886012244,,5.05,,4.81
Walmart,886105169,43.54,45.24,,
Walmart,887149013,43.84,45.56,51.35,44.26
Walmart,888354959,,1.87,,1.87
Walmart,888599847,44.7,46.53,,
Walmart,888666503,,56.37,,54.7
Walmart,888713764,18.82,19.55,,
Walmart,891797170,,23.13,,22.41
Walmart,894150291,,24.3,,23.66
Walmart,894764703,,23.76,26.71,
Walmart,895637329,40.16,41.71,,
Walmart,896138462,19.63,20.47,,19.85
Walmart,896974529,,15.32,,14.86
Walmart,897422303,,36.12,,35.16
Walmart,899571200,,,23.1,
Walmart,899819893,,,58.33,50.21
Walmart,899956196,48.75,50.74,57.15,49.2
Walmart,902552274,0.74,0.73,,
Walmart,904041295,,35.67,,
Walmart,904714463,,42.74,,41.41
Walmart,905792642,8.8,9.23,10.3,8.92
Walmart,905914857,,,48.86,42.04
Walmart,938758588,38.84,40.37,45.52,39.2
Walmart,939282782,31.12,32.41,,31.47
Walmart,942541787,,28.16,,27.36
Walmart,943281894,,17.82,,17.34
Walmart,977134983,29.32,30.56,,29.61
Walmart,978164640,12.54,13.05,,
Walmart,978196729,,,18.87,
Walmart,979616943,1.11,1.14,,1.15
Walmart,980113553,,42.75,48.2,
Walmart,980150388,46.56,48.43,54.52,
Walmart,980564443,,32.84,,
Walmart,981197816,40.16,41.73,,
Walmart,981510405,53.53,55.77,62.82,
Walmart,981620604,33.94,35.32,,34.35
Walmart,986041768,,22.7,,22.01
Walmart,986134213,52.64,54.74,61.77,53.14
Walmart,987411986,50.67,52.62,,51.14
Walmart,987897892,8.15,8.45,,
Walmart,988776021,,35.34,39.81,34.31
Walmart,988779486,28.53,29.67,,
Walmart,990258086,,36.74,,35.63
Walmart,992105314,31.43,32.66,36.82,31.7
Walmart,992125856,40.3,42.07,,40.75
Walmart,993910240,,22.16,24.92,
Walmart,994344572,9.81,10.25,,9.94
Walmart,995745822,,38.02,,36.91
Walmart,995798889,51.13,53.22,,
Walmart,996262978,11.84,,,11.93
Walmart,998831540,,34.13,,33.12
Walmart,999185078,47.65,49.57,,
Walmart,509116779,1.37,1.37,,1.34
Walmart,976976235,,54.87,61.81,
Walmart,881539712,51.57,53.61,60.46,
Walmart,975793603,37.72,39.21,,38.14
Walmart,971923169,43.55,45.25,51.04,43.91
Walmart,944430721,,19.73,22.2,19.11
Walmart,945973686,51.35,53.41,,
Walmart,946880003,53.14,55.34,,
Walmart,947534594,36.75,38.25,,37.14
Walmart,950498192,,54.76,61.61,53.1
Walmart,952287274,47.44,49.44,,47.92
Walmart,952635660,,12.03,13.57,
Walmart,953126270,,26.31,,25.5
Walmart,955026913,48.5,50.44,,49.02
Walmart,955421336,16.14,16.87,,
Walmart,958194401,33.62,35.04,39.44,33.94
Walmart,958465158,41.43,43.16,,41.86
Walmart,959054260,,18.54,,
Walmart,959211839,30.26,31.52,,30.51
Walmart,962019991,,29.17,32.82,28.26
Walmart,962420701,15.0,15.63,,15.22
Walmart,963136610,37.01,38.52,,
Walmart,963229417,,42.7,48.24,
Walmart,963858888,45.16,46.92,,
Walmart,964715239,,,,30.96
Walmart,965083187,,31.05,,30.06
Walmart,965370690,,42.2,47.62,41.02
Walmart,966125119,22.8,23.75,26.71,23.06
Walmart,966176819,,,39.44,
Walmart,966807089,49.75,51.71,58.36,
Walmart,967167461,,21.31,24.05,20.7
Walmart,970617307,,,,48.2
Walmart,975326196,25.31,26.33,,
Walmart,881311707,,49.41,,48.07
Walmart,879777546,,44.47,,
Walmart,878698622,22.4,23.31,26.32,
Walmart,795937333,,21.42,24.25,
Walmart,797375865,51.64,53.73,60.66,
Walmart,798625113,,3.4,,
Walmart,801329171,46.83,48.77,54.92,47.34
Walmart,802480036,48.86,,,49.31
Walmart,804094528,38.0,39.66,44.61,38.41
Walmart,805082512,14.6,15.14,17.11,14.7
Walmart,808274867,,37.37,42.11,
Walmart,808976577,24.54,25.55,,
Walmart,810777505,,26.86,,26.02
Walmart,812183948,27.16,28.37,,27.45
Walmart,812264326,26.91,28.07,,27.17
Walmart,812817987,20.33,21.26,,
Walmart,813117592,40.67,42.2,,41.05
Walmart,817162115,17.07,17.72,,17.26
Walmart,817674221,,44.07,,
Walmart,818139689,50.52,52.62,59.3,51.13
Walmart,819121025,,19.04,,18.56
Walmart,820540489,,49.12,55.36,47.64
Walmart,821096485,8.27,8.53,,
Walmart,821504223,40.61,42.3,,
Walmart,822316142,,,,3.83
Walmart,825958722,,8.91,,
Walmart,826114350,18.41,19.15,,18.6
Walmart,826771870,13.34,13.83,15.62,
Walmart,826777526,44.4,,,44.82
Walmart,827210689,,6.87,,
Walmart,795655973,49.61,51.67,58.25,
Walmart,827352822,19.65,,23.07,19.83
Walmart,794251522,,35.13,39.6,34.15
Walmart,791901779,41.77,43.4,48.91,
Walmart,765958220,15.2,15.82,,
Walmart,766810433,,17.24,,16.76
Walmart,768303991,46.31,,,
Walmart,768547166,,34.82,,33.86
Walmart,768628469,,8.6,9.75,8.47
Walmart,768879663,,55.94,63.07,
Walmart,768900012,,48.63,,47.11
Walmart,769464973,35.77,37.23,41.95,36.15
Walmart,770347410,1.55,1.65,,
Walmart,771066892,29.87,,,
Walmart,773828271,51.24,53.32,,51.7
Walmart,774342015,,34.21,,33.23
Walmart,774949377,23.92,24.91,28.12,24.24
Walmart,778006625,48.22,50.27,,
Walmart,778682895,4.24,4.45,4.94,4.37
Walmart,780230660,43.51,45.37,,
Walmart,783399454,28.25,29.35,33.17,
Walmart,783845705,21.26,,,21.41
Walmart,783899410,38.25,39.84,,38.66
Walmart,784408530,2.17,2.14,,2.12
Walmart,785234168,30.17,,,30.41
Walmart,786293238,5.34,5.5,6.22,5.3
Walmart,789649867,,,51.5,
Walmart,789986401,,13.86,,13.46
Walmart,790024227,13.54,14.05,,13.61
Walmart,790066655,4.02,,,4.06
Walmart,790347148,,41.06,,39.84
Walmart,793865483,16.16,16.81,18.97,16.33
Walmart,764530996,,28.12,31.73,
Walmart,827531126,35.67,37.03,,35.92
Walmart,827898456,34.01,35.41,,34.32
Walmart,853687097,36.94,38.52,,
Walmart,854689154,,48.75,54.97,
Walmart,854985252,35.17,36.5,,35.41
Walmart,855000437,19.25,20.05,,
Walmart,856365324,35.4,,,
Walmart,856554674,21.41,22.37,25.17,
Walmart,857067649,49.56,51.52,58.06,50.02
Walmart,857721983,24.57,25.53,,
Walmart,859607186,,23.15,,
Walmart,860167579,32.02,33.31,,32.31
Walmart,861024387,,4.92,5.62,
Walmart,864093895,,2.84,3.16,2.73
Walmart,864128161,,4.15,4.66,
Walmart,864892235,,37.83,,36.74
Walmart,865020811,38.96,40.54,45.66,
Walmart,866416138,,38.3,43.25,
Walmart,866698043,5.57,5.73,,5.54
Walmart,870309366,37.33,38.86,,
Walmart,870595943,,42.81,,41.54
Walmart,870721732,16.1,16.8,18.92,16.36
Walmart,872082334,,4.81,,4.76
Walmart,872889619,35.21,,41.32,35.57
Walmart,873270447,,55.77,,54.06
Walmart,874971914,16.12,16.73,,
Walmart,876226151,17.04,17.64,,17.16
Walmart,876898615,51.96,54.05,,52.43
Walmart,877162041,,24.12,27.25,
Walmart,852479948,17.14,17.84,20.17,17.32
Walmart,827631041,36.83,38.34,43.2,37.2
Walmart,850860889,15.94,16.61,,
Walmart,849702242,,40.56,,
Walmart,827980895,,51.35,,49.83
Walmart,829968022,30.03,31.31,,30.35
Walmart,830115263,,42.1,,
Walmart,831054514,,,36.75,31.64
Walmart,831639757,38.07,39.63,,38.47
Walmart,832037986,,7.1,8.06,
Walmart,832713642,,26.54,,25.76
Walmart,835193761,52.76,,61.91,53.34
Walmart,835966795,,10.8,12.21,10.57
Walmart,836742374,39.21,40.84,,39.63
Walmart,836817411,,23.16,,
Walmart,838460068,53.35,55.55,,53.96
Walmart,838729004,6.37,6.51,,6.37
Walmart,839680734,,,32.26,27.71
Walmart,840138489,24.36,25.26,28.43,24.5
Walmart,841392681,50.7,52.7,,
Walmart,842306029,35.44,36.8,,
Walmart,842621232,38.81,40.34,,39.25
Walmart,842968031,30.6,31.8,,30.91
Walmart,843645850,,26.6,,25.87
Walmart,845328666,32.01,,,
Walmart,845893087,46.17,,54.02,46.54
Walmart,846637828,4.72,4.97,,4.74
Walmart,848007798,16.54,17.25,,16.72
Walmart,848280790,,34.43,,
Walmart,849299370,,10.44,11.74,10.12
Walmart,849425547,46.57,48.46,54.56,46.92
Walmart,850719150,7.42,7.75,8.7,
Walmart,509056495,21.45,22.23,25.12,21.61
Walmart,531197407,,22.92,,22.34
Walmart,508453812,36.7,,43.15,37.17
Walmart,165254790,29.47,30.61,,29.74
Walmart,165324638,53.36,55.53,,
Walmart,165526080,3.31,3.42,,
Walmart,165559469,27.66,28.84,32.41,27.96
Walmart,169472387,,45.66,,44.21
Walmart,171059624,31.15,32.44,,
Walmart,171858013,,27.41,,26.64
Walmart,172380215,,36.34,,35.26
Walmart,173173585,39.75,41.33,46.64,
Walmart,174429227,,41.05,,39.82
Walmart,176351627,48.65,50.51,,49.17
Walmart,178923336,,13.4,,
Walmart,164485660,33.63,35.0,,34.04
Walmart,182310151,,31.35,35.25,30.37
Walmart,187405236,,38.87,43.73,
Walmart,189054973,31.5,32.82,,31.84
Walmart,189565540,39.25,40.81,45.9,
Walmart,193724353,,39.97,45.01,38.72
Walmart,193736714,51.02,53.12,,
Walmart,196109651,,,39.72,34.21
Walmart,196407931,7.41,7.75,,7.51
Walmart,197321036,26.43,27.53,,26.75
Walmart,200021055,,2.21,2.42,2.13
Walmart,200253393,45.62,47.41,,46.02
Walmart,200282631,,25.33,28.55,
Walmart,200809424,,42.03,47.33,
Walmart,186497742,,24.1,,23.47
Walmart,163809044,32.85,,,
Walmart,163383455,5.21,5.45,6.02,5.23
Walmart,162356142,43.02,44.76,50.45,43.46
Walmart,129833275,24.52,25.56,,24.76
Walmart,130186387,,18.91,21.36,
Walmart,130318597,,54.54,,52.91
Walmart,130358296,,,34.22,29.55
Walmart,131820869,47.6,49.52,,48.1
Walmart,132112942,52.1,54.27,,
Walmart,132458395,27.91,29.15,32.81,28.24
Walmart,136528713,12.65,13.1,,
Walmart,142231691,12.04,12.53,,12.16
Walmart,142252924,26.9,28.04,,27.21
Walmart,144575642,15.86,,18.54,15.96
Walmart,144644625,50.51,52.6,,51.17
Walmart,145210517,44.32,46.17,,44.74
Walmart,146021511,,42.84,,41.56
Walmart,151145905,24.32,25.35,,24.61
Walmart,151287985,18.36,19.01,,
Walmart,152181269,,,42.9,36.97
Walmart,152398257,,5.57,,
Walmart,152458350,16.15,16.87,18.94,16.37
Walmart,154602616,,,28.97,24.93
Walmart,157129774,6.47,6.72,,
Walmart,157966725,15.92,16.64,18.67,
Walmart,158953776,53.5,55.75,62.86,54.11
Walmart,160430177,53.3,55.53,62.51,53.84
Walmart,161076622,52.72,54.91,61.84,
Walmart,161725486,,34.55,,33.55
Walmart,162045248,,53.62,,52.02
Walmart,201346142,41.3,,,
Walmart,204071291,,27.1,,26.34
Walmart,205698731,3.35,3.55,3.97,3.46
Walmart,205812283,36.7,38.23,43.05,
Walmart,240924482,29.6,30.81,34.71,
Walmart,242277190,,49.31,55.64,
Walmart,242743338,,,47.16,
Walmart,243131192,2.22,2.32,2.65,2.23
Walmart,243785066,,36.24,,
Walmart,243934119,,,14.44,12.45
Walmart,244294577,30.17,31.34,,
Walmart,245619737,20.92,21.71,,21.13
Walmart,246582548,,44.84,,
Walmart,246585815,13.35,,,
Walmart,248544810,29.87,31.05,34.94,
Walmart,250622702,34.7,36.1,,35.17
Walmart,251180255,12.55,13.05,,12.66
Walmart,252280717,,14.92,,
Walmart,252888653,12.14,12.55,14.12,
Walmart,253141402,,,,32.42
Walmart,254804864,52.2,54.3,61.34,52.76
Walmart,256001467,,,26.97,
Walmart,256779462,,25.93,29.12,25.17
Walmart,256906423,,9.44,,9.13
Walmart,258597638,37.53,39.05,,37.91
Walmart,259287413,,10.66,,
Walmart,262051609,,22.65,,
Walmart,265077864,8.45,8.85,9.94,8.5
Walmart,265291556,23.0,24.07,,
Walmart,266112120,4.23,4.3,,4.21
Walmart,266425823,31.75,33.02,,
Walmart,240879755,,31.2,35.21,30.34
Walmart,129232150,,20.03,,19.45
Walmart,238497653,,35.71,40.24,
Walmart,237280009,,35.94,,34.8
Walmart,207648093,,,,7.43
Walmart,212886542,,33.93,,32.96
Walmart,213048650,,17.96,,
Walmart,213387822,,33.21,37.47,32.22
Walmart,214212433,48.72,,,
Walmart,215480572,14.75,15.35,17.35,14.93
Walmart,217512347,24.7,25.76,,24.95
Walmart,218294289,50.11,52.24,,
Walmart,218958254,,11.2,,
Walmart,220433295,18.55,19.32,21.7,18.74
Walmart,220677427,53.77,,,
Walmart,221349675,,35.26,,34.23
Walmart,222633181,34.51,35.96,40.51,
Walmart,223905761,,43.72,49.34,
Walmart,224558960,45.84,47.74,53.8,
Walmart,226008184,,8.16,9.23,7.95
Walmart,226080317,,1.91,2.22,1.95
Walmart,227635624,,6.42,,6.22
Walmart,227818213,50.45,52.54,,50.95
Walmart,228431403,27.34,28.42,,27.55
Walmart,228591095,27.82,28.92,,28.07
Walmart,230451071,,,,21.97
Walmart,234033889,15.87,16.45,,
Walmart,234070455,,7.14,,6.95
Walmart,236468029,,4.63,,4.46
Walmart,236677062,51.16,53.23,59.97,51.67
Walmart,236968723,,19.85,,
Walmart,238441424,30.2,31.43,,30.56
Walmart,127838957,36.14,37.62,42.4,36.52
Walmart,127821311,,18.96,,
Walmart,126967843,21.9,22.83,25.75,22.1
Walmart,44053660,2.97,3.01,,
Walmart,44276570,34.43,35.86,40.3,
Walmart,44385546,10.9,11.42,12.8,11.15
Walmart,45509167,25.13,26.16,,
Walmart,45824749,25.81,26.85,,
Walmart,45845527,1.52,,1.83,
Walmart,47158754,22.11,23.06,25.9,22.36
Walmart,47174618,,3.64,,3.5
Walmart,48013704,45.13,46.91,,45.52
Walmart,48258595,16.63,17.26,,16.74
Walmart,51294147,,,,13.35
Walmart,52851370,,40.01,,38.96
Walmart,53317855,31.61,32.81,,31.93
Walmart,54236183,,20.97,,
Walmart,54548062,,38.84,,
Walmart,55404606,34.2,,,34.53
Walmart,55833407,,26.86,30.2,
Walmart,56176612,,29.06,,
Walmart,57394222,28.45,29.6,33.33,28.72
Walmart,57714338,23.42,24.31,27.47,
Walmart,58785197,,19.5,,18.91
Walmart,59479815,,,,41.96
Walmart,60042797,,12.32,13.84,11.92
Walmart,60168857,,1.97,,1.86
Walmart,60193187,7.14,7.41,,7.23
Walmart,60912855,45.93,47.73,53.87,46.36
Walmart,61278034,20.56,21.43,,20.77
Walmart,43366358,42.12,43.83,,42.57
Walmart,61566790,,31.06,,30.11
Walmart,40555797,24.71,25.7,,
Walmart,39408244,52.45,54.64,61.56,53.07
Walmart,508604923,37.54,39.02,,37.96
Walmart,11873171,,,5.53,4.75
Walmart,15052612,,50.75,57.13,
Walmart,16482322,,16.81,,16.31
Walmart,16729338,7.22,7.52,8.44,
Walmart,16829288,3.26,3.37,,3.33
Walmart,16900911,26.37,,,26.64
Walmart,16999755,4.86,5.02,5.67,
Walmart,17066659,,2.95,3.22,2.81
Walmart,19696884,,5.54,6.21,
Walmart,19911643,27.56,28.64,32.23,27.73
Walmart,19982129,,25.71,,25.01
Walmart,21872584,7.26,7.53,8.55,7.36
Walmart,22132676,,5.11,,
Walmart,22976162,,46.67,52.54,
Walmart,23493525,23.7,24.65,27.74,23.94
Walmart,24764365,16.32,17.05,,
Walmart,25023603,13.63,,,13.71
Walmart,25313327,,16.3,18.37,15.84
Walmart,26132370,,18.86,,
Walmart,26791818,9.7,10.15,11.45,9.81
Walmart,26959766,,51.16,,
Walmart,27595398,7.85,8.16,,
Walmart,27866264,50.92,53.0,59.73,
Walmart,35072231,,46.67,,45.3
Walmart,38126522,,53.86,,52.34
Walmart,38399923,,36.46,,35.37
Walmart,39601228,20.51,21.37,,20.74
Walmart,266788198,51.73,53.82,,52.22
Walmart,62068892,9.92,10.34,,10.03
Walmart,63494206,,20.65,23.34,
Walmart,98441419,,25.64,28.92,24.92
Walmart,99583114,22.11,23.02,,22.34
Walmart,99830442,51.71,53.82,60.73,52.33
Walmart,101201265,,45.15,,43.71
Walmart,105664025,,21.26,23.9,20.54
Walmart,106365705,,19.2,,
Walmart,106599165,,34.77,,
Walmart,106918220,21.24,,,21.43
Walmart,107865183,,30.4,34.27,29.56
Walmart,109076038,31.91,33.25,,
Walmart,110354720,14.13,14.74,,14.35
Walmart,110497121,,,23.4,20.16
Walmart,111650456,50.77,,59.46,
Walmart,112509592,36.7,38.25,,
Walmart,112817865,50.42,52.56,59.1,
Walmart,113224794,,35.73,,34.77
Walmart,113921219,17.35,18.02,,
Walmart,115681900,27.17,28.2,31.82,
Walmart,118708197,,19.9,,19.37
Walmart,119616993,29.03,30.21,34.06,
Walmart,120290503,9.22,9.57,,9.3
Walmart,120596009,47.61,,,
Walmart,121620235,51.71,53.83,,52.21
Walmart,122484761,,32.14,,31.21
Walmart,124052151,,18.73,21.14,18.21
Walmart,124091247,,49.4,,48.04
Walmart,125829867,13.0,13.52,,13.25
Walmart,98164748,10.54,10.92,12.34,10.67
Walmart,62563085,43.15,,50.51,43.56
Walmart,95866554,30.57,31.73,,
Walmart,95658838,35.06,,41.12,
Walmart,65837987,,52.53,,51.07
Walmart,66025021,30.73,32.07,36.14,
Walmart,68034486,4.74,4.93,5.51,
Walmart,69037528,2.9,3.0,3.33,2.96
Walmart,69584995,10.5,11.02,,
Walmart,70124770,,53.26,60.02,51.75
Walmart,70324549,39.86,41.41,,40.21
Walmart,70848410,2.4,2.57,2.85,2.45
Walmart,71726448,7.46,7.73,8.71,
Walmart,73544548,31.36,32.64,36.72,31.64
Walmart,73570156,21.75,22.63,,
Walmart,74029795,,38.66,43.5,
Walmart,75242878,,3.67,,3.52
Walmart,77045464,11.81,12.36,13.81,
Walmart,77460052,,1.12,,1.12
Walmart,79218866,46.0,,,46.51
Walmart,81313305,,,56.14,48.32
Walmart,81927167,32.07,33.31,37.52,32.32
Walmart,83141336,47.86,,56.02,48.26
Walmart,86262532,,47.93,,46.51
Walmart,86858655,2.45,2.55,2.8,
Walmart,87093736,23.04,23.97,,
Walmart,88576101,,51.66,58.24,50.12
Walmart,90756884,32.95,34.33,38.67,
Walmart,93351329,,12.02,,11.72
Walmart,93696286,7.66,7.94,,
Walmart,94769945,18.13,18.8,21.25,18.32
Walmart,95862680,10.53,10.94,,10.66
Walmart,268588472,,22.13,24.95,
Walmart,127887048,,8.26,,8.04
Walmart,269567447,52.97,,,53.47
Walmart,421938798,14.77,,,
Walmart,426268457,11.81,12.35,13.97,12.02
Walmart,426540728,46.56,48.44,,
Walmart,426909634,11.66,12.14,,11.73
Walmart,428456157,,23.62,,22.94
Walmart,429624919,,48.13,54.24,
Walmart,430094535,,27.84,31.37,
Walmart,431156925,34.22,35.65,,34.57
Walmart,432934258,,51.0,,
Walmart,433536637,35.3,36.87,,35.76
Walmart,434688119,13.36,13.95,15.65,
Walmart,435304991,18.93,19.62,22.11,19.1
Walmart,421428384,52.85,54.9,,
Walmart,436463728,43.47,45.14,,43.87
Walmart,437067209,,54.87,,53.27
Walmart,437172755,12.23,,,12.43
Walmart,437637358,,23.06,,
Walmart,438682627,46.67,48.52,54.77,
Walmart,440219593,12.0,12.42,,
Walmart,440309024,28.52,29.71,33.46,28.86
Walmart,441168504,,17.56,,17.03
Walmart,441404447,,49.16,55.36,47.65
Walmart,441453292,,34.86,39.26,
Walmart,441772088,22.37,23.31,26.21,
Walmart,441947799,46.53,48.45,54.65,47.05
Walmart,442236507,41.71,43.41,48.93,
Walmart,436491453,51.11,,,51.75
Walmart,421176959,53.86,56.01,63.12,54.34
Walmart,421047592,,2.85,,
Walmart,420577775,17.33,18.04,,
Walmart,383194572,4.62,4.8,5.3,4.64
Walmart,383815591,51.85,53.92,60.84,
Walmart,386428225,15.16,15.72,,
Walmart,387431034,,35.42,39.95,
Walmart,387815880,,12.11,13.77,11.83
Walmart,388197861,23.0,23.94,26.91,
Walmart,388544851,,46.32,52.15,44.94
Walmart,391122766,43.31,45.07,50.84,43.73
Walmart,392781848,33.07,34.45,38.76,
Walmart,393028851,,44.82,50.55,43.55
Walmart,394331468,,44.87,,
Walmart,395515572,,19.67,22.16,
Walmart,395790602,42.4,44.14,49.75,42.87
Walmart,396134202,33.27,34.63,39.06,
Walmart,397250295,,25.77,,25.02
Walmart,399409590,21.43,22.37,25.15,21.7
Walmart,400625108,24.34,25.3,28.51,
Walmart,401436440,,25.11,,
Walmart,403149940,31.31,,,31.66
Walmart,405684153,46.65,48.52,,47.16
Walmart,405988807,,37.06,,35.96
Walmart,406039511,45.24,47.16,,45.72
Walmart,414105716,36.67,38.01,42.93,36.97
Walmart,416414679,,27.01,30.54,26.24
Walmart,416642778,,,,35.9
Walmart,416724552,,6.12,,
Walmart,418444428,,15.27,,14.74
Walmart,443127155,,36.94,,35.82
Walmart,445351739,30.9,,,
Walmart,446836510,,15.45,,15.05
Walmart,447640332,11.13,11.52,,11.27
Walmart,481195187,31.27,,,31.56
Walmart,481217425,24.5,25.56,,24.73
Walmart,484526970,3.83,4.06,4.55,3.97
Walmart,484719492,,50.33,,
